,Date_Published,Locality,Type_of_Property,Price
4660,June,SLIEMA,apartment,220000
4661,June,SLIEMA,townhouse,650000
4662,June,SLIEMA,apartment,499000
4663,June,SLIEMA,apartment,240000
4664,June,SLIEMA,house,565000
4665,June,SLIEMA,townhouse,1690000
4666,June,SLIEMA,apartment,315000
4668,June,SLIEMA,Apartment,192000
4669,June,SLIEMA,apartment,265000
4670,June,SLIEMA,apartment,650000
4671,June,SLIEMA,flat,240000
4672,June,SLIEMA,townhouse,650000
4673,June,SLIEMA,apartment,600000
4674,June,SLIEMA,maisonette,133000
4675,June,SLIEMA,apartment,599000
4676,June,SLIEMA,Penthouse,299000
4677,June,SLIEMA,apartment,297000
4678,June,SLIEMA,apartment,207000
4679,June,SLIEMA,penthouse,650000
4680,June,SLIEMA,penthouse,299000
4681,June,SLIEMA,Townhouse,650000
4682,June,SLIEMA,penthouse,290000
4683,June,SLIEMA,apartment,300000
4684,June,SLIEMA,apartment,250000
4685,June,SLIEMA,apartment,285000
4687,June,SLIEMA,penthouse,315000
4689,June,SPINOLA,apartment,325000
4690,June,ST JULIANS,apartment,325000
4691,June,ST JULIANS,flat,265000
4693,June,ST JULIANS,Plot,395000
4694,June,ST JULIANS,apartment,170000
4695,June,ST JULIANS,Apartment,225000
4696,June,ST JULIANS,Apartment,250000
4697,June,ST JULIANS,apartment,425000
4698,June,ST JULIANS,apartment,255000
4699,June,ST JULIANS,maisonette,150000
4700,June,ST JULIANS,apartment,229000
4701,June,ST JULIANS,penthouse,340000
4703,June,ST JULIANS,apartment,325000
4704,June,ST JULIANS,apartments,225000
4706,June,ST JULIANS,apartment,360000
4707,June,ST JULIANS,apartment,162500
4708,June,ST JULIANS,penthouse,430000
4709,June,ST JULIANS,Penthouse,890000
4710,June,ST JULIANS,Penthouse,340000
4711,June,ST JULIANS,apartment,635000
4712,June,ST JULIANS,apartment,265000
4713,June,ST JULIANS,apartment,195000
4714,June,ST JULIANS,apartment,179000
4716,June,ST PAUL,Apartment,108000
4717,June,ST PAUL,apartment,170000
4718,June,ST PAUL,Penthouse,298000
4719,June,ST PAUL,apartment,106000
4720,June,ST PAUL,apartment,120000
4721,June,ST PAUL,apartment,145000
4722,June,ST PAUL,penthouse,128000
4723,June,ST PAUL,apartment,79500
4724,June,ST THOMAS,penthouse,185000
4727,June,ST VENERA,penthouse,143000
4728,June,ST VENERA,maisonette,128000
4730,June,basement,plot,251000
4731,June,SWATAR,Apartment,170000
4732,June,SWATAR,apartment,147000
4733,June,SWIEQI,maisonette,245000
4734,June,SWIEQI,apartment,250000
4735,June,SWIEQI,apartment,165000
4736,June,SWIEQI,apartment,218000
4737,June,SWIEQI,apartment,249000
4738,June,SWIEQI,Maisonette,195000
4739,June,SWIEQI,villa,375000
4740,June,SWIEQI,house,435000
4741,June,SWIEQI,apartment,200000
4742,June,SWIEQI,apartment,218000
4743,June,TA,penthouse,203000
4744,June,TAL IBRAĠ,villa,247500
4745,June,TAL IBRAĠ,penthouse,430000
4746,June,TAL IBRAĠ,Penthouse,320000
4747,June,TARXIEN,penthouse,115000
4748,June,THE,Maisonette,205000
4749,June,THE,villa,425000
4751,June,TIGNÉ,apartment,625000
4752,June,VALLETTA,townhouse,950000
4753,June,VALLETTA,apartment,125000
4756,June,VALLETTA,apartments,200000
4757,June,VICTORIA,plot,620000
4759,June,VITTORIOSA,maisonette,85000
4761,June,XEMXIJA,apartment,245000
4765,June,XEMXIJA,maisonette,125000
4766,June,XEMXIJA,maisonette,123000
4767,June,XEMXIJA,maisonette,125000
4768,June,XGĦAJRA,apartment,80600
4769,June,ŻABBAR,maisonette,99000
4771,June,ŻABBAR,apartment,139000
4772,June,ŻABBAR,plot,177080
4773,June,ŻEBBIEGĦ,maisonette,209000
4774,June,ŻEBBUĠ,apartment,114000
4775,June,ŻEBBUĠ,apartments,158000
4776,June,ŻEJTUN,character,585000
4777,June,ŻEJTUN,maisonette,84000
4778,June,ŻEJTUN,Plot,210000
4779,June,ŻEJTUN,house,247000
4780,June,ŻEJTUN,house,400000
4781,June,ŻEJTUN,Townhouse,89000
4782,June,ŻURRIEQ,house,270000
4783,June,ŻURRIEQ,house,285500
4784,June,ŻURRIEQ,character,462000
4785,June,BURMARRAD,penthouse,120000
4786,June,GOZO MARSALFORN,penthouse,145000
4787,June,GOZO TA,apartment,77400
4788,June,MOSTA,penthouse,145000
4789,June,SELECTION,apartments,175000
4790,June,SLIEMA,apartment,730000
4791,June,SLIEMA,apartment,650000
4792,June,VALLETTA,apartments,200000
4793,June,XEMXIJA,apartment,89000
4794,June,SLIEMA,penthouse,595000
4795,June,GŻIRA,penthouse,155000
4796,July,ATTARD,plot,890000
4797,July,ATTARD,penthouse,333543
4798,July,ATTARD,villa,532800
4800,July,BIRKIRKARA,apartment,120000
4801,July,BIRKIRKARA,penthouse,108000
4802,July,GOZO MARSALFORN,apartment,75000
4803,July,GŻIRA,Penthouse,155000
4804,July,HAMRUN,apartment,75000
4805,July,LIJA,character,350000
4806,July,LIJA,maisonette,199000
4807,July,MARSASCALA,apartment,197000
4808,July,MOSTA,penthouse,215000
4809,July,MSIDA,apartment,165000
4810,July,MSIDA,penthouse,140000
4811,July,NAXXAR,apartment,245000
4812,July,NAXXAR,townhouse,355000
4813,July,PORTOMASO,apartment,300000
4815,July,QAWRA,penthouse,175000
4816,July,QORMI,character,340000
4817,July,SAN ĠWANN,penthouse,275000
4819,July,SAN PAWL,villa,520000
4820,July,SLIEMA,townhouse,235000
4821,July,ST JULIANS,villa,520000
4822,July,ST JULIANS,Bar,233000
4823,July,ST PAUL,flat,180000
4824,July,VALLETTA,Maisonette,200000
4827,June,BIRKIRKARA,apartment,120000
4828,June,SLIEMA,apartment,389
4830,June,ATTARD,penthouse,165000
4831,June,BAĦRIJA,Farmhouse,180000
4833,June,FGURA,penthouse,115000
4835,June,GHARGHUR,apartment,145000
4836,June,KAPPARA,plot,630000
4837,June,MARSASCALA,apartment,130000
4838,June,MELLIEHA,house,230000
4839,June,MOSTA,apartment,120000
4840,June,MSIDA,penthouse,248000
4842,June,PAOLA,apartment,130000
4843,June,SAN ĠWANN,apartment,120000
4844,June,SLIEMA,flat,398000
4845,June,SLIEMA,Maisonette,200000
4846,June,ST VENERA,apartment,110000
4847,June,SWIEQI,penthouse,250000
4848,June,TAL IBRAĠ,apartment,270000
4849,June,ŻABBAR,Apartment,69000
4850,June,ATTARD,apartment,163000
4851,June,ATTARD,apartment,125000
4852,June,ATTARD,plot,385000
4853,June,ATTARD,maisonette,250000
4854,June,ATTARD,townhouse,1494000
4855,June,ATTARD,apartment,247000
4856,June,ATTARD,Maisonette,235000
4857,June,ATTARD,Penthouse,190000
4859,June,ATTARD,villa,532800
4860,June,ATTARD,house,325000
4861,June,ATTARD,villa,410000
4862,June,ATTARD,apartments,105000
4863,June,BAĦAR IĊ-ĊAGĦAQ,penthouse,189000
4864,June,BAĦRIJA,maisonette,239900
4866,June,BALZAN,apartment,180000
4867,June,BALZAN,apartment,147000
4868,June,BALZAN,maisonette,245000
4869,June,BALZAN,maisonette,120000
4870,June,BALZAN,apartment,157000
4871,June,BALZAN,store,389000
4874,June,BIRKIRKARA,townhouse,250000
4875,June,BIRKIRKARA,penthouse,155000
4877,June,BIRKIRKARA,maisonette,245000
4878,June,BIRKIRKARA,maisonette,163000
4880,June,BIRKIRKARA,apartment,118000
4881,June,BIRKIRKARA,apartment,158000
4882,June,BIRKIRKARA,apartment,165000
4883,June,BIRKIRKARA,maisonette,160000
4884,June,BIRKIRKARA,character,310000
4885,June,BIRKIRKARA,apartment,120000
4886,June,BIRKIRKARA,apartment,132500
4887,June,BIRKIRKARA,apartment,165000
4888,June,BIRKIRKARA,townhouse,165000
4889,June,BIRKIRKARA,apartment,65000
4890,June,BIRKIRKARA,penthouse,90000
4891,June,BIRKIRKARA,Penthouse,99000
4892,June,BIRKIRKARA,apartments,140000
4893,June,BIRKIRKARA,maisonette,132000
4894,June,BIRKIRKARA,apartment,80000
4895,June,BIRKIRKARA,Townhouse,245000
4897,June,BIRKIRKARA,penthouse,108000
4898,June,BIRKIRKARA,penthouse,290000
4899,June,BIRŻEBBUĠA,maisonette,175000
4900,June,BIRŻEBBUĠA,apartment,168000
4901,June,BIRŻEBBUĠA,apartment,93000
4902,June,BIRŻEBBUĠA,farmhouse,4
4904,June,BUĠIBBA,apartments,97500
4905,June,BUĠIBBA,maisonette,95000
4906,June,BUĠIBBA,penthouse,160000
4907,June,BUĠIBBA,apartments,95000
4908,June,BUĠIBBA,apartment,189000
4909,June,BUĠIBBA,apartment,79000
4910,June,BURMARRAD,maisonette,255000
4911,June,BURMARRAD,penthouse,100000
4912,June,BURMARRAD,maisonette,133500
4914,June,COSPICUA,maisonette,75000
4915,June,DINGLI,townhouse,247000
4916,June,DINGLI,apartment,160000
4917,June,DINGLI,apartment,125000
4918,June,DINGLI,Townhouse,247000
4919,June,FGURA,maisonette,170000
4920,June,FGURA,maisonette,187000
4921,June,FGURA,apartments,95000
4922,June,FGURA,apartment,82000
4923,June,FGURA,maisonette,175000
4924,June,FLORIANA,character,110000
4925,June,FLORIANA,apartment,455000
4926,June,FORT,apartment,518000
4927,June,FORT,apartment,300000
4928,June,FORT,apartment,279000
4930,June,GĦARGĦUR,character,426000
4931,June,GĦARGĦUR,villa,950000
4932,June,GĦARGĦUR,maisonette,230000
4933,June,GĦARGĦUR,character,690000
4934,June,GĦARGĦUR,Townhouse,385000
4935,June,GĦAXAQ,maisonette,207000
4936,June,GHAXAQ,apartment,85000
4937,June,GOZO Dukes,apartment,195000
4938,June,GOZO GĦAJNSIELEM,townhouse,450000
4939,June,GOZO GĦAJNSIELEM,house,145000
4940,June,GOZO GĦAJNSIELEM,apartment,160000
4941,June,GOZO GĦASRI,penthouse,130000
4942,June,GOZO GĦASRI,house,1450000
4943,June,GOZO GĦASRI,farmhouse,245000
4944,June,GOZO GĦASRI,Villa,420000
4945,June,GOZO KERĊEM,Farmhouse,185000
4946,June,GOZO MARSALFORN,apartment,115000
4947,June,GOZO NADUR,townhouse,310000
4948,June,GOZO NADUR,Plot,115000
4949,June,GOZO QALA,apartment,123000
4951,June,GOZO SAN,Apartment,187000
4952,June,GOZO SANNAT,house,320000
4954,June,GOZO VICTORIA,apartment,143000
4957,June,GOZO XLENDI,apartment,80000
4958,June,GOZO ŻEBBUĠ,apartments,218000
4959,June,GOZO ŻEBBUĠ,house,235000
4961,June,GOZO Shell,penthouse,100000
4962,June,GUARDAMANGIA,apartment,121900
4963,June,GUARDAMANGIA,penthouse,115000
4964,June,GUDJA,house,288000
4965,June,GUDJA,character,80000
4966,June,GUDJA,apartment,95000
4967,June,GUDJA,apartments,88000
4969,June,GŻIRA,Penthouse,155000
4970,June,GŻIRA,apartment,122000
4971,June,GŻIRA,penthouse,190000
4972,June,GŻIRA,apartment,135000
4973,June,GŻIRA,Apartment,160000
4974,June,GŻIRA,maisonette,230000
4975,June,ĦAMRUN,apartment,110000
4976,June,IKLIN,apartment,185000
4977,June,KAPPARA,house,335000
4978,June,KAPPARA,villa,550000
4979,June,KAPPARA,villa,695000
4980,June,KAPPARA,villa,550000
4981,June,LIJA,character,223000
4982,June,LUQA,apartments,650000
4983,June,MADLIENA,villa,795000
4984,June,MADLIENA,villa,1800000
4985,June,MADLIENA,apartment,365000
4987,June,MADLIENA,bungalow,2230000
4988,June,MANIKATA,penthouse,273
4989,June,MANIKATA,apartment,151000
4991,June,MARSA,townhouse,159000
4992,June,MARSASCALA,penthouse,165000
4993,June,MARSASCALA,apartments,123000
4994,June,MARSASCALA,penthouse,110000
4995,June,MARSASCALA,apartment,109000
4997,June,MARSASCALA,penthouse,300000
4998,June,MARSASCALA,maisonette,210000
4999,June,MARSASCALA,maisonette,155000
5000,June,MARSASCALA,maisonette,175400
5001,June,MARSASCALA,apartment,85000
5002,June,MARSASCALA,apartment,120000
5003,June,MARSASCALA,penthouse,128000
5004,June,MARSASCALA,apartments,110000
5005,June,MARSASCALA,penthouse,296500
5006,June,MARSASCALA,maisonette,111300
5007,June,MARSASCALA,Penthouse,145000
5009,June,MARSASCALA,apartment,235000
5010,June,MARSASCALA,penthouse,146000
5011,June,MARSASCALA,maisonette,148400
5013,June,MARSAXLOKK,maisonette,250000
5014,June,MDINA,Restaurant,48
5015,June,MELLIEĦA,villa,940000
5016,June,MELLIEĦA,apartment,123500
5020,June,MELLIEĦA,penthouse,235000
5021,June,MELLIEĦA,house,198000
5022,June,MELLIEĦA,maisonette,295000
5024,June,MĠARR,maisonette,223000
5025,June,MĠARR,penthouse,190000
5026,June,MĠARR,maisonette,212000
5027,June,MĠARR,penthouse,198000
5028,June,MĠARR,apartments,124000
5029,June,MĠARR,maisonette,175000
5030,June,MĠARR,penthouse,190000
5031,June,MIŻIEB,farmhouse,740000
5032,June,MONTEROSA,villa,550000
5033,June,MOSTA,apartment,176000
5034,June,MOSTA,Penthouse,250000
5035,June,MOSTA,maisonette,189000
5036,June,MOSTA,Apartment,155000
5037,June,MOSTA,apartment,148000
5038,June,MOSTA,penthouse,110000
5039,June,MOSTA,maisonette,220000
5040,June,MOSTA,character,265000
5041,June,MOSTA,apartment,150000
5042,June,MOSTA,house,290000
5043,June,MOSTA,Maisonette,172000
5044,June,MOSTA,apartment,130000
5045,June,MOSTA,maisonette,99000
5046,June,MOSTA,apartment,155000
5047,June,MOSTA,apartment,129000
5048,June,MOSTA,penthouse,112500
5049,June,MOSTA,maisonette,197000
5050,June,MOSTA,townhouse,280000
5051,June,MOSTA,apartment,133000
5052,June,MOSTA,penthouse,170000
5053,June,MQABBA,house,210000
5054,June,MSIDA,apartment,155000
5056,June,MSIDA,apartment,124000
5057,June,MSIDA,Apartment,165000
5058,June,MSIDA,apartment,115750
5059,June,MSIDA,apartment,98000
5060,June,MSIDA,penthouse,116235
5061,June,MSIDA,apartment,150000
5062,June,MSIDA,apartment,120000
5063,June,MSIDA,penthouse,125000
5064,June,MSIDA,penthouse,248000
5065,June,MSIDA,maisonette,100000
5066,June,MSIDA,maisonette,162000
5067,June,MSIDA,apartment,85000
5068,June,MSIDA,apartment,80000
5069,June,MSIDA,apartment,117000
5070,June,MSIDA,maisonette,162000
5071,June,MSIDA,penthouse,140000
5072,June,MSIDA,apartment,160000
5073,June,MSIDA,apartment,175000
5074,June,NAXXAR,character,279500
5075,June,NAXXAR,restaurant,310000
5077,June,NAXXAR,penthouse,160000
5078,June,NAXXAR,villa,398000
5079,June,PACEVILLE,apartment,170000
5080,June,PAOLA,apartments,60000
5081,June,PAOLA,apartments,87000
5082,June,PAOLA,Townhouse,80000
5083,June,PAOLA,penthouse,90000
5084,June,PAOLA,apartment,93000
5085,June,PENDER,penthouse,690000
5086,June,PORTOMASO,apartment,300000
5088,June,PWALES,apartment,109000
5089,June,QAWRA,apartment,130000
5090,June,QAWRA,apartment,124000
5091,June,QAWRA,apartments,80000
5092,June,QAWRA,Bungalow,500000
5093,June,QAWRA,apartment,122000
5094,June,QAWRA,flat,65000
5095,June,QAWRA,apartment,115000
5096,June,QAWRA,Maisonette,91000
5097,June,QAWRA,apartments,71500
5099,June,QAWRA,apartment,175000
5100,June,QORMI,penthouse,117000
5101,June,QORMI,maisonette,149900
5102,June,QORMI,penthouse,100000
5103,June,QRENDI,Townhouse,145000
5104,June,RABAT,farmhouse,1500000
5105,June,RABAT,penthouse,450000
5106,June,RABAT,apartment,15500
5107,June,RABAT,townhouse,105000
5108,June,RABAT,apartment,117000
5109,June,SAFI,apartment,107000
5110,June,SALINA,apartments,245000
5111,June,SAN ĠWANN,maisonette,105000
5112,June,SAN ĠWANN,penthouse,275000
5113,June,SAN ĠWANN,apartment,103000
5116,June,SAN ĠWANN,apartment,116000
5117,June,SAN ĠWANN,apartment,123300
5118,June,SAN ĠWANN,penthouse,175000
5119,June,SAN ĠWANN,apartment,220000
5120,June,SAN ĠWANN,apartment,135000
5122,June,SAN PAWL,maisonettes,182500
5124,June,SAN PAWL,apartment,1400000
5125,June,SAN PAWL,villa,650000
5126,June,SAN PAWL,apartment,225000
5127,June,SAN PAWL,apartments,182500
5128,June,SIĠĠIEWI,apartment,164000
5129,June,SIĠĠIEWI,penthouse,126000
5130,June,SIĠĠIEWI,house,180000
5131,June,SIĠĠIEWI,apartment,128000
5132,June,SIĠĠIEWI,apartment,98000
5133,June,SLIEMA,apartment,347000
5134,June,SLIEMA,apartment,389000
5135,June,SLIEMA,apartment,275000
5136,June,SLIEMA,apartment,365000
5137,June,SLIEMA,apartment,285000
5138,June,SLIEMA,apartment,360000
5139,June,SLIEMA,apartment,320000
5140,June,SLIEMA,apartment,365000
5141,June,SLIEMA,penthouse,550000
5142,June,SLIEMA,townhouse,1650000
5143,June,SLIEMA,apartment,265000
5144,June,SLIEMA,apartments,250000
5146,June,SLIEMA,apartment,235000
5147,June,SLIEMA,apartment,279000
5148,June,SLIEMA,apartment,600000
5149,June,SLIEMA,apartment,235000
5150,June,SLIEMA,penthouse,370000
5151,June,SLIEMA,apartment,740000
5152,June,SLIEMA,penthouse,560000
5154,June,SLIEMA,apartment,1700000
5155,June,SLIEMA,flat,490000
5156,June,SLIEMA,apartment,490000
5157,June,SLIEMA,apartment,235000
5158,June,SLIEMA,apartment,347000
5159,June,SLIEMA,apartment,325000
5160,June,SLIEMA,apartment,347000
5162,June,SLIEMA,apartment,250000
5164,June,SLIEMA,penthouse,326000
5165,June,SPINOLA,apartment,325000
5166,June,ST JULIANS,apartment,278000
5167,June,ST JULIANS,apartment,170000
5168,June,ST JULIANS,villa,520000
5169,June,ST JULIANS,penthouse,340000
5170,June,ST JULIANS,penthouse,690000
5171,June,ST JULIANS,apartment,162500
5172,June,ST JULIANS,penthouse,532000
5173,June,ST JULIANS,Apartment,250000
5174,June,ST JULIANS,Apartment,225000
5175,June,ST JULIANS,maisonette,150000
5176,June,ST JULIANS,apartment,189000
5177,June,ST JULIANS,maisonette,250000
5178,June,ST JULIANS,apartment,325000
5179,June,ST JULIANS,apartment,335000
5180,June,ST JULIANS,apartment,200000
5181,June,ST JULIANS,apartment,229000
5184,June,ST JULIANS,apartment,275000
5185,June,ST PAUL,apartment,135000
5186,June,ST PAUL,apartment,127000
5187,June,ST PAUL,apartment,170000
5188,June,ST PAUL,flat,180000
5189,June,ST PAUL,apartment,108000
5190,June,ST PAUL,apartment,106000
5191,June,ST PAUL,maisonette,120000
5192,June,ST PAUL,penthouse,128000
5193,June,ST THOMAS,penthouse,185000
5195,June,ST VENERA,penthouse,165000
5196,June,ST VENERA,maisonette,160000
5197,June,ST VENERA,apartment,100000
5198,June,ST VENERA,maisonette,129000
5199,June,ST VENERA,apartment,120000
5200,June,SWATAR,apartment,228000
5201,June,SWATAR,apartment,650
5202,June,SWATAR,apartment,142000
5203,June,SWATAR,maisonettes,116000
5204,June,SWATAR,apartment,165000
5206,June,SWIEQI,apartment,250000
5207,June,SWIEQI,maisonette,225000
5208,June,SWIEQI,apartment,160000
5209,June,SWIEQI,apartment,194000
5210,June,SWIEQI,apartment,175000
5211,June,SWIEQI,maisonette,275000
5212,June,SWIEQI,Penthouse,185000
5214,June,SWIEQI,maisonette,235000
5216,June,TA,apartment,230000
5217,June,TA,apartment,840000
5218,June,TA,apartment,900000
5220,June,TAL IBRAĠ,apartment,260000
5221,June,TAL IBRAĠ,maisonette,280000
5222,June,TAL IBRAĠ,villa,1600000
5223,June,TAL IBRAĠ,Penthouse,320000
5224,June,TAL IBRAĠ,maisonette,325000
5225,June,TARXIEN,villa,450000
5226,June,TARXIEN,apartment,99000
5227,June,TARXIEN,townhouse,169000
5228,June,TARXIEN,apartment,95000
5229,June,TARXIEN,townhouse,186000
5230,June,THE,villa,695000
5231,June,THE,villa,552000
5232,June,THE,villa,425000
5233,June,THE,villa,529000
5234,June,THE,villa,395000
5235,June,TIGNÉ,store,799000
5236,June,VALLETTA,maisonette,190000
5237,June,VALLETTA,apartments,350000
5238,June,VALLETTA,apartment,125000
5239,June,VALLETTA,Maisonette,200000
5240,June,VALLETTA,maisonette,92925
5244,June,WINE,BAR,325000
5245,June,XEMXIJA,apartment,114000
5246,June,XEMXIJA,penthouse,279000
5247,June,XEMXIJA,apartment,245000
5248,June,XEMXIJA,penthouse,455000
5249,June,XEMXIJA,apartment,430000
5251,June,XEMXIJA,apartment,89000
5252,June,XEMXIJA,maisonette,125000
5253,June,XGĦAJRA,apartment,170000
5254,June,XGĦAJRA,penthouse,115750
5255,June,ŻABBAR,apartment,240000
5256,June,ŻABBAR,penthouse,112000
5257,June,ŻABBAR,maisonette,140000
5259,June,ŻEBBIEGH,maisonette,209000
5260,June,ŻEBBUĠ,maisonette,151000
5261,June,ŻEBBUĠ,Apartment,137000
5262,June,ŻEBBUĠ,character,567400
5263,June,ŻEBBUĠ,apartment,91000
5264,June,ŻEBBUĠ,character,268000
5265,June,ŻEBBUĠ,house,350000
5266,June,ŻEJTUN,house,230000
5267,June,ŻEJTUN,apartment,128000
5268,June,ŻEJTUN,apartment,133000
5269,June,ŻEJTUN,house,247000
5270,June,ŻEJTUN,house,400000
5271,June,ŻURRIEQ,penthouse,106000
5272,June,ŻURRIEQ,house,290000
5273,June,BIRKIRKARA,apartment,285000
5274,June,BURMARRAD,penthouse,120000
5275,June,GĦARGĦUR,character,695000
5276,June,GOZO TA,apartment,77400
5277,June,LIJA,maisonette,199000
5278,June,MSIDA,maisonette,169000
5279,June,SLIEMA,penthouse,595000
5280,June,GOZO GĦAJNSIELEM,apartment,175000
5281,June,GOZO XAGĦRA,Penthouse,200000
5282,June,GOZO XEWKIJA,character,350000
5283,June,ST JULIANS,apartment,350000
5284,June,GOZO XAGĦRA,character,180000
5285,June,SAN ĠWANN,penthouse,275000
5286,June,ST JULIANS,apartment,325000
5287,June,SWIEQI,apartment,201000
5288,July,ATTARD,plot,690000
5289,July,ATTARD,villa,532800
5291,July,BIRKIRKARA,apartment,100000
5293,July,BIRKIRKARA,penthouse,130000
5295,July,MOSTA,penthouse,200000
5296,July,MSIDA,apartments,150000
5297,July,MSIDA,penthouse,140000
5298,July,NAXXAR,character,875000
5299,July,PENDER,penthouse,690000
5300,July,QAWRA,apartment,92000
5301,July,QAWRA,maisonette,123500
5302,July,QAWRA,penthouse,175000
5303,July,SALINA,Apartment,256230
5305,July,SENGLEA,apartment,365000
5306,July,SLIEMA,penthouse,390000
5307,July,SLIEMA,apartment,365000
5308,July,ST PAUL,apartment,289000
5309,July,ST PAUL,flat,180000
5310,July,ST VENERA,apartment,124000
5311,July,SWIEQI,maisonette,120000
5312,July,TARXIEN,apartments,75500
5313,July,TARXIEN,townhouse,660000
5314,July,VALLETTA,Maisonette,200000
5315,July,ATTARD,Villa,430000
5317,July,MOSTA,character,325000
5320,July,ATTARD,character,570000
5321,July,ATTARD,maisonettes,135000
5322,July,ATTARD,penthouse,245000
5323,July,ATTARD,Maisonette,135700
5324,July,ATTARD,maisonette,175000
5325,July,ATTARD,villa,385000
5326,July,ATTARD,house,340000
5327,July,ATTARD,apartment,247000
5328,July,ATTARD,house,139000
5329,July,ATTARD,apartments,105000
5330,July,BAĦAR IĊ-ĊAGĦAQ,apartment,235000
5331,July,BAĦRIJA,maisonette,239900
5332,July,BAĦRIJA,apartment,125000
5333,July,BAĦRIJA,villa,445000
5335,July,BALZAN,maisonette,210000
5336,July,BALZAN,townhouse,550000
5337,July,BALZAN,apartment,150000
5338,July,BALZAN,maisonette,245000
5339,July,BALZAN,apartment,180000
5340,July,BALZAN,apartment,148000
5341,July,BIRGUMA,maisonette,270000
5343,July,BIRKIRKARA,apartment,95000
5344,July,BIRKIRKARA,Maisonette,234000
5346,July,BIRKIRKARA,penthouse,155000
5347,July,BIRKIRKARA,maisonette,163000
5348,July,BIRKIRKARA,apartment,158000
5349,July,BIRKIRKARA,townhouse,389000
5350,July,BIRKIRKARA,penthouse,162000
5351,July,BIRKIRKARA,penthouse,90000
5352,July,BIRKIRKARA,apartment,112000
5353,July,BIRKIRKARA,townhouse,186000
5354,July,BIRKIRKARA,penthouse,120000
5355,July,BIRKIRKARA,maisonette,132000
5356,July,BIRKIRKARA,apartment,135000
5357,July,BIRKIRKARA,apartment,100000
5358,July,BIRKIRKARA,maisonette,110000
5359,July,BIRKIRKARA,apartments,100000
5360,July,BIRKIRKARA,townhouse,250000
5361,July,BIRKIRKARA,maisonette,170000
5363,July,BIRKIRKARA,apartment,165000
5364,July,BIRKIRKARA,townhouse,260000
5365,July,BIRKIRKARA,apartment,133000
5366,July,BIRKIRKARA,maisonette,191000
5367,July,BIRŻEBBUĠA,apartment,105000
5368,July,BIRŻEBBUĠA,maisonette,128000
5369,July,BIRŻEBBUĠA,house,210000
5370,July,BIRŻEBBUĠA,house,191000
5371,July,BIRŻEBBUĠA,townhouse,125000
5372,July,BLATA L,Apartment,85000
5373,July,BUĠIBBA,apartment,82000
5374,July,BUĠIBBA,flat,350000
5375,July,BUĠIBBA,apartment,115000
5376,July,BUĠIBBA,penthouse,235000
5377,July,BUĠIBBA,apartment,130000
5378,July,BUĠIBBA,apartments,97500
5379,July,BURMARRAD,penthouse,175000
5380,July,BURMARRAD,penthouse,136000
5381,July,BURMARRAD,maisonette,133500
5382,July,COSPICUA,shop,25000
5383,July,COSPICUA,Maisonette,75000
5384,July,COSPICUA,Apartment,99000
5385,July,COSPICUA,townhouse,280000
5386,July,DINGLI,penthouse,136000
5387,July,DINGLI,townhouse,247000
5388,July,DINGLI,townhouse,247000
5390,July,FGURA,Penthouse,115000
5391,July,FGURA,maisonette,155000
5394,July,FGURA,house,186000
5395,July,FGURA,apartment,130000
5396,July,FGURA,maisonette,170000
5397,July,FGURA,maisonette,90000
5398,July,FGURA,maisonette,165000
5399,July,FGURA,maisonette,178000
5400,July,FGURA,apartments,95000
5401,July,FGURA,apartment,105000
5402,July,FGURA,maisonette,175000
5403,July,FLORIANA,character,110000
5404,July,FLORIANA,apartment,455000
5406,July,GĦARGĦUR,apartment,145000
5407,July,GĦARGĦUR,villa,950000
5408,July,GĦARGĦUR,apartment,270000
5409,July,GĦAXAQ,farmhouse,995000
5410,July,GĦAXAQ,maisonette,160000
5411,July,GĦAXAQ,apartment,118000
5412,July,GOZO GĦAJNSIELEM,townhouse,450000
5413,July,GOZO GĦAJNSIELEM,apartment,160000
5414,July,GOZO GĦAJNSIELEM,apartments,78000
5415,July,GOZO GĦAJNSIELEM,house,70000
5416,July,GOZO GĦASRI,villa,420000
5417,July,GOZO MARSALFORN,penthouse,175000
5418,July,GOZO MARSALFORN,apartment,75000
5419,July,GOZO NADUR,townhouse,158000
5420,July,GOZO NADUR,apartment,164000
5421,July,GOZO NADUR,Townhouse,435000
5422,July,GOZO NADUR,character,420000
5423,July,GOZO QALA,penthouse,133000
5424,July,GOZO QALA,apartment,145000
5425,July,GOZO QALA,farmhouse,180000
5426,July,GOZO QALA,apartment,132000
5427,July,GOZO QBAJJAR,flat,70000
5428,July,GOZO QBAJJAR,maisonette,110000
5429,July,GOZO SAN,apartment,187000
5430,July,GOZO VICTORIA,apartment,143000
5431,July,GOZO XAGĦRA,maisonette,100000
5432,July,GOZO XAGĦRA,apartment,195000
5433,July,GOZO XLENDI,apartment,80000
5434,July,GUARDAMANGIA,Plot,297000
5435,July,GUARDAMANGIA,Penthouse,117000
5437,July,GUARDAMANGIA,house,285000
5438,July,GUDJA,character,85000
5439,July,GUDJA,apartments,88000
5440,July,GŻIRA,apartment,99000
5441,July,GŻIRA,apartment,148500
5442,July,GŻIRA,penthouse,145000
5443,July,GŻIRA,house,170000
5444,July,GŻIRA,apartment,133000
5445,July,GŻIRA,apartment,140000
5446,July,GŻIRA,apartment,145000
5447,July,ĦAMRUN,apartments,165000
5449,July,ĦAMRUN,townhouse,135000
