,Unnamed: 0,Date_Published,Locality,Type_of_Property,Price
1748,1748,January,DINGLI,plot,875000
1749,1749,January,FGURA,bungalow,320000
1750,1750,January,FGURA,apartment,96000
1751,1751,January,FGURA,apartment,109000
1752,1752,January,FGURA,apartment,105000
1753,1753,January,FGURA,bungalow,320000
1754,1754,January,FGURA,apartment,103000
1755,1755,January,FGURA,maisonette,225000
1756,1756,January,FGURA,house of character of character,370000
1757,1757,January,FGURA,house of character of character,345500
1758,1758,January,FGURA,apartment,105000
1759,1759,January,FGURA,maisonette,225000
1760,1760,January,FGURA,maisonette,96500
1761,1761,January,FGURA,house of character of character,320000
1762,1762,January,FGURA,house of character of character,280000
1763,1763,January,FGURA,house of character of character,320000
1764,1764,January,FGURA,penthouse,91000
1765,1765,January,FLORIANA,townhouse,375000
1766,1766,January,GĦARGĦUR,maisonette,350000
1767,1767,January,GĦARGĦUR,maisonette,186000
1768,1768,January,GĦARGĦUR,maisonette,345000
1769,1769,January,GĦARGĦUR,maisonette,345000
1770,1770,January,GĦARGĦUR,maisonette,240000
1771,1771,January,GĦARGĦUR,penthouse,425000
1772,1772,January,GĦARGĦUR,maisonette,240000
1773,1773,January,GĦARGĦUR,maisonette,235000
1774,1774,January,GĦARGĦUR,apartment,240000
1775,1775,January,GĦAXAQ,apartment,181000
1776,1776,January,GOZO GĦAJNSIELEM,apartment,175000
1777,1777,January,GOZO MARSALFORN,apartment,80000
1778,1778,January,GOZO MARSALFORN,apartment,85000
1779,1779,January,GOZO NADUR,apartment,124700
1780,1780,January,GOZO NADUR,penthouse,265000
1781,1781,January,GOZO NADUR,apartment,85000
1782,1782,January,GOZO NADUR,apartment,106000
1783,1783,January,GOZO NADUR,house of character of character,500000
1784,1784,January,GOZO QALA,penthouse,65000
1785,1785,January,GOZO QALA,character,295000
1786,1786,January,GOZO QALA,apartment,140000
1787,1787,January,GOZO SANNAT,farmhouse,220000
1788,1788,January,GOZO XAGĦRA,apartment,265000
1789,1789,January,GOZO XAGĦRA,farmhouse,260000
1790,1790,January,GOZO ŻEBBUĠ,house of character of character,169000
1791,1791,January,GUARDAMANGIA,apartment,165000
1792,1792,January,GUARDAMANGIA,apartment,130000
1793,1793,January,GUDJA,maisonette,180000
1794,1794,January,GUDJA,townhouse,255000
1795,1795,January,GŻIRA,apartment,149500
1796,1796,January,GŻIRA,apartment,595000
1797,1797,January,GŻIRA,penthouse,330000
1798,1798,January,GŻIRA,apartment,150000
1799,1799,January,GŻIRA,apartment,340000
1800,1800,January,GŻIRA,apartment,195000
1801,1801,January,GŻIRA,apartment,135000
1802,1802,January,GŻIRA,apartment,135000
1803,1803,January,GŻIRA,apartment,195000
1804,1804,January,GŻIRA,apartment,250000
1805,1805,January,GŻIRA,apartment,155000
1806,1806,January,GŻIRA,apartment,185000
1807,1807,January,ĦAMRUN,maisonette,180000
1808,1808,January,ĦAMRUN,townhouse,149000
1809,1809,January,ĦAMRUN,apartment,200000
1810,1810,January,ĦAMRUN,maisonette,104500
1811,1811,January,ĦAMRUN,apartment,155000
1812,1812,January,IKLIN,maisonette,375000
1813,1813,January,KALKARA,house of character of character,319000
1814,1814,January,KALKARA,maisonette,135000
1815,1815,January,KALKARA,bungalow,745000
1816,1816,January,KAPPARA,apartment,190000
1817,1817,January,KAPPARA,plot,550000
1818,1818,January,KAPPARA,house of character of character,600000
1819,1819,January,KAPPARA,house of character of character,590000
1820,1820,January,KIRKOP,apartment,150000
1821,1821,January,KIRKOP,penthouse,175000
1822,1822,January,KIRKOP,farmhouse,630000
1823,1823,January,LIJA,apartment,240000
1824,1824,January,LIJA,apartment,158000
1825,1825,January,LIJA,townhouse,285000
1826,1826,January,LIJA,townhouse,330000
1828,1828,January,LUQA,maisonette,117000
1829,1829,January,MADLIENA,apartment,650000
1830,1830,January,MANIKATA,apartment,650000
1831,1831,January,MANIKATA,apartment,235000
1832,1832,January,MANIKATA,penthouse,350000
1833,1833,January,MARSA,apartment,88000
1834,1834,January,MARSASCALA,apartment,110000
1835,1835,January,MARSASCALA,apartment,289000
1836,1836,January,MARSASCALA,penthouse,202000
1837,1837,January,MARSASCALA,maisonette,275000
1838,1838,January,MARSASCALA,bungalow,1300000
1839,1839,January,MARSASCALA,apartment,120000
1840,1840,January,MARSASCALA,apartment,138000
1841,1841,January,MARSASCALA,maisonette,170000
1842,1842,January,MARSASCALA,apartment,186000
1843,1843,January,MARSASCALA,penthouse,290000
1844,1844,January,MARSASCALA,apartment,140000
1845,1845,January,MARSASCALA,apartment,179000
1846,1846,January,MARSASCALA,apartment,225000
1847,1847,January,MARSASCALA,apartment,115000
1848,1848,January,MARSAXLOKK,farmhouse,860000
1849,1849,January,MARSAXLOKK,apartment,159000
1850,1850,January,MARSAXLOKK,townhouse,200000
1851,1851,January,MELLIEĦA,apartment,145000
1852,1852,January,MELLIEĦA,apartment,175000
1854,1854,January,MELLIEĦA,apartment,1700000
1855,1855,January,MELLIEĦA,apartment,335000
1856,1856,January,MELLIEĦA,apartment,250000
1857,1857,January,MELLIEĦA,maisonette,295000
1858,1858,January,MELLIEĦA,apartment,105000
1859,1859,January,MELLIEĦA,bungalow,1250000
1860,1860,January,MELLIEĦA,bungalow,800000
1861,1861,January,MELLIEĦA,maisonette,318000
1862,1862,January,MELLIEĦA,apartment,1010000
1863,1863,January,MELLIEĦA,apartment,155000
1864,1864,January,MELLIEĦA,maisonette,140000
1865,1865,January,MELLIEĦA,apartment,138000
1866,1866,January,MELLIEĦA,bungalow,583000
1867,1867,January,MELLIEĦA,apartment,185000
1868,1868,January,MELLIEĦA,apartment,135000
1869,1869,January,MELLIEĦA,apartment,145000
1870,1870,January,MELLIEĦA,penthouse,190000
1871,1871,January,MELLIEĦA,plot,2700000
1872,1872,January,MELLIEĦA,maisonette,350000
1873,1873,January,MELLIEĦA,apartment,165000
1874,1874,January,MELLIEĦA,apartment,135000
1875,1875,January,MELLIEĦA,apartment,175000
1876,1876,January,MELLIEĦA,apartment,225000
1877,1877,January,MELLIEĦA,villa,510000
1878,1878,January,MELLIEĦA,apartment,280000
1879,1879,January,MENSIJA,villa,960000
1880,1880,January,MĠARR,penthouse,230000
1881,1881,January,MĠARR,maisonette,320000
1882,1882,January,MĠARR,penthouse,350000
1883,1883,January,MOSTA,penthouse,230000
1884,1884,January,MOSTA,apartment,170000
1885,1885,January,MOSTA,character,335000
1886,1886,January,MOSTA,character,265000
1887,1887,January,MOSTA,character,195000
1888,1888,January,MOSTA,character,765000
1889,1889,January,MOSTA,penthouse,275000
1890,1890,January,MOSTA,maisonette,270000
1891,1891,January,MOSTA,house of character of character,375000
1892,1892,January,MOSTA,apartment,143000
1893,1893,January,MOSTA,maisonettes,170000
1894,1894,January,MOSTA,apartment,228000
1895,1895,January,MOSTA,villa,900000
1896,1896,January,MOSTA,apartment,200000
1897,1897,January,MOSTA,character,180000
1898,1898,January,MOSTA,maisonette,280000
1899,1899,January,MOSTA,character,1300000
1900,1900,January,MOSTA,apartment,250000
1901,1901,January,MSIDA,apartment,185000
1902,1902,January,MSIDA,apartment,133000
1903,1903,January,MSIDA,maisonette,190000
1904,1904,January,MSIDA,apartment,245000
1905,1905,January,MSIDA,apartment,369000
1906,1906,January,MSIDA,maisonette,174000
1907,1907,January,MSIDA,apartment,425000
1908,1908,January,MSIDA,apartment,154000
1909,1909,January,MSIDA,apartment,130000
1910,1910,January,MTARFA,apartment,220000
1911,1911,January,MTARFA,maisonette,325000
1912,1912,January,MTARFA,maisonette,210000
1913,1913,January,NAXXAR,apartment,285000
1914,1914,January,NAXXAR,penthouse,183000
1915,1915,January,NAXXAR,apartment,225000
1916,1916,January,NAXXAR,apartment,195000
1917,1917,January,NAXXAR,townhouse,495000
1918,1918,January,NAXXAR,maisonette,249000
1919,1919,January,NAXXAR,maisonette,380000
1920,1920,January,NAXXAR,maisonette,260000
1921,1921,January,NAXXAR,apartment,185000
1922,1922,January,NAXXAR,apartment,185000
1923,1923,January,NAXXAR,house of character of character,282000
1924,1924,January,NAXXAR,house of character of character,455500
1925,1925,January,NAXXAR,apartment,183000
1926,1926,January,NAXXAR,apartment,180000
1927,1927,January,NAXXAR,apartment,195000
1928,1928,January,NAXXAR,house of character of character,360000
1929,1929,January,NAXXAR,apartment,160000
1930,1930,January,NAXXAR,character,890000
1931,1931,January,PACEVILLE,apartment,300000
1932,1932,January,PAOLA,apartment,165000
1933,1933,January,PAOLA,apartment,135000
1934,1934,January,PAOLA,maisonette,165000
1935,1935,January,PAOLA,maisonette,135000
1936,1936,January,PAOLA,townhouse,170000
1937,1937,January,PENDER,apartment,695000
1938,1938,January,PIETÀ,apartment,295000
1939,1939,January,PORTOMASO,apartment,1690000
1940,1940,January,PORTOMASO,apartment,740000
1941,1941,January,PORTOMASO,apartment,950000
1942,1942,January,QAJJENZA,maisonette,138500
1943,1943,January,QAWRA,penthouse,398000
1944,1944,January,QAWRA,apartment,185000
1945,1945,January,QAWRA,apartment,112000
1946,1946,January,QAWRA,apartment,105000
1947,1947,January,QAWRA,apartment,144000
1948,1948,January,QAWRA,apartment,200000
1949,1949,January,QAWRA,apartment,131000
1950,1950,January,QAWRA,apartment,99000
1951,1951,January,QAWRA,penthouse,395000
1952,1952,January,QAWRA,apartment,116500
1953,1953,January,QAWRA,penthouse,190000
1954,1954,January,QAWRA,apartment,105000
1955,1955,January,QAWRA,apartment,140000
1956,1956,January,QAWRA,penthouse,275000
1957,1957,January,QAWRA,apartment,185000
1958,1958,January,QAWRA,apartment,130000
1959,1959,January,QORMI,maisonette,240000
1960,1960,January,QORMI,character,340000
1961,1961,January,QORMI,maisonette,165000
1962,1962,January,QORMI,townhouse,53000
1963,1963,January,QRENDI,apartment,106000
1964,1964,January,QRENDI,house of character of character,371000
1965,1965,January,RABAT,house of character of character,500000
1966,1966,January,RABAT,farmhouse,726000
1967,1967,January,RABAT,character,500000
1968,1968,January,RABAT,character,240000
1969,1969,January,RABAT,townhouse,360000
1970,1970,January,SAN ĠWANN,apartment,162000
1971,1971,January,SAN ĠWANN,apartment,191000
1972,1972,January,SAN ĠWANN,house of character of character,350000
1973,1973,January,SAN PAWL,villa,515000
1974,1974,January,SAN PAWL,villa,710000
1975,1975,January,SAN PAWL,villa,690000
1976,1976,January,SANTA MARIA,villa,560000
1977,1977,January,SENGLEA,townhouse,580000
1978,1978,January,SIĠĠIEWI,penthouse,230000
1979,1979,January,SIGGIEWI,farmhouse,1580000
1980,1980,January,SIĠĠIEWI,townhouse,665000
1981,1981,January,SIĠĠIEWI,maisonettes,140000
1982,1982,January,SLIEMA,apartment,365000
1983,1983,January,SLIEMA,apartment,395000
1984,1984,January,SLIEMA,apartment,415000
1985,1985,January,SLIEMA,apartment,485000
1986,1986,January,SLIEMA,apartment,395000
1987,1987,January,SLIEMA,apartment,290000
1988,1988,January,SLIEMA,apartment,425000
1989,1989,January,SLIEMA,apartment,350000
1990,1990,January,SLIEMA,townhouse,725000
1991,1991,January,SLIEMA,apartment,395000
1992,1992,January,SLIEMA,apartment,330000
1993,1993,January,SLIEMA,apartment,245000
1994,1994,January,SLIEMA,apartment,450000
1995,1995,January,SLIEMA,apartment,450000
1996,1996,January,SLIEMA,apartment,395000
1997,1997,January,SLIEMA,apartment,500000
1998,1998,January,SLIEMA,apartment,720000
1999,1999,January,SLIEMA,apartment,578000
2000,2000,January,SLIEMA,apartment,395000
2001,2001,January,SLIEMA,apartment,380000
2002,2002,January,SLIEMA,apartment,550000
2003,2003,January,SLIEMA,apartment,460000
2004,2004,January,SLIEMA,townhouse,475000
2005,2005,January,SLIEMA,apartment,291000
2006,2006,January,SLIEMA,apartment,415000
2007,2007,January,SLIEMA,townhouse,199000
2008,2008,January,SLIEMA,apartment,310000
2009,2009,January,ST JULIANS,apartment,390000
2010,2010,January,ST JULIANS,maisonette,450000
2011,2011,January,ST JULIANS,apartment,275000
2012,2012,January,ST JULIANS,apartment,350000
2013,2013,January,ST JULIANS,villa,956000
2014,2014,January,ST JULIANS,apartment,350000
2015,2015,January,ST JULIANS,apartment,240000
2016,2016,January,ST JULIANS,apartment,190000
2017,2017,January,ST JULIANS,penthouse,495000
2018,2018,January,ST JULIANS,apartment,359000
2019,2019,January,ST JULIANS,apartment,340000
2020,2020,January,ST JULIANS,apartment,295000
2021,2021,January,ST PAUL,apartment,239000
2022,2022,January,ST PAUL,apartment,450000
2023,2023,January,ST PAUL,apartment,185000
2024,2024,January,ST PAUL,apartment,215000
2025,2025,January,ST PAUL,penthouse,220000
2026,2026,January,ST PAUL,maisonette,245000
2027,2027,January,ST PAUL,maisonette,295000
2028,2028,January,ST PAUL,penthouse,180000
2029,2029,January,ST PAUL,apartment,185000
2030,2030,January,ST PAUL,penthouse,128000
2031,2031,January,ST PAUL,apartment,80000
2032,2032,January,ST PAUL,penthouse,210000
2033,2033,January,ST PAUL,apartment,149000
2034,2034,January,ST PAUL,apartment,154000
2035,2035,January,ST PAUL,apartment,112500
2036,2036,January,ST PAUL,apartment,105000
2037,2037,January,ST PAUL,maisonette,100000
2038,2038,January,ST PAUL,penthouse,185000
2039,2039,January,ST PAUL,penthouse,480000
2040,2040,January,ST PAUL,penthouse,135000
2041,2041,January,ST PAUL,apartment,138000
2042,2042,January,ST VENERA,house of character of character,490000
2043,2043,January,ST VENERA,apartment,125000
2044,2044,January,ST VENERA,apartment,138000
2045,2045,January,ST VENERA,villa,160000
2046,2046,January,ST VENERA,apartment,141400
2047,2047,January,ST VENERA,apartment,649000
2048,2048,January,ST VENERA,apartment,138500
2049,2049,January,ST VENERA,penthouse,175000
2050,2050,January,SWATAR,apartment,234000
2051,2051,January,SWIEQI,apartment,295000
2052,2052,January,SWIEQI,maisonettes,350000
2053,2053,January,SWIEQI,maisonette,510000
2054,2054,January,SWIEQI,maisonette,297000
2055,2055,January,SWIEQI,apartment,225000
2056,2056,January,SWIEQI,apartment,295000
2057,2057,January,TA,apartment,425000
2058,2058,January,TAL IBRAĠ,apartment,20000
2059,2059,January,TAL IBRAĠ,maisonette,275000
2060,2060,January,TAL IBRAĠ,maisonette,275000
2061,2061,January,TAL IBRAĠ,house of character of character,450000
2062,2062,January,TARXIEN,house of character of character,300000
2063,2063,January,TARXIEN,character,355000
2064,2064,January,TARXIEN,character,328000
2065,2065,January,TARXIEN,townhouse,132500
2066,2066,January,TARXIEN,apartment,148500
2067,2067,January,TARXIEN,house of character of character,325000
2068,2068,January,TARXIEN,house of character of character,310000
2069,2069,January,TARXIEN,apartment,122500
2070,2070,January,VALLETTA,apartment,265000
2071,2071,January,VALLETTA,apartment,259000
2072,2072,January,VALLETTA,character,1888000
2073,2073,January,VALLETTA,apartment,275000
2074,2074,January,XEMXIJA,apartment,439000
2075,2075,January,XEMXIJA,apartment,210000
2077,2077,January,XEMXIJA,apartment,375000
2078,2078,January,XEMXIJA,apartment,350000
2079,2079,January,XEMXIJA,apartment,239000
2080,2080,January,XGĦAJRA,apartment,275000
2081,2081,January,ŻABBAR,maisonette,160000
2082,2082,January,ŻABBAR,house of character of character,320000
2083,2083,January,ŻABBAR,apartment,97000
2084,2084,January,ŻABBAR,maisonette,230000
2085,2085,January,ŻABBAR,penthouse,134000
2086,2086,January,ŻABBAR,maisonette,158000
2087,2087,January,ŻABBAR,penthouse,158000
2088,2088,January,ŻABBAR,apartment,107000
2089,2089,January,ŻABBAR,apartment,120000
2090,2090,January,ŻABBAR,maisonette,161500
2091,2091,January,ŻABBAR,character,225000
2092,2092,January,ŻABBAR,house of character of character,350000
2093,2093,January,ŻABBAR,apartment,89000
2094,2094,January,ŻABBAR,maisonette,168000
2095,2095,January,ŻABBAR,house of character of character,315000
2096,2096,January,ŻABBAR,maisonette,165000
2097,2097,January,ŻEBBIEGĦ,apartment,190000
2098,2098,January,ŻEBBIEGĦ,apartment,190000
2099,2099,January,ŻEBBUĠ,apartment,185000
2100,2100,January,ŻEBBUĠ,house of character of character,675000
2101,2101,January,ŻEBBUĠ,character,750000
2102,2102,January,ŻEBBUĠ,maisonette,185000
2103,2103,January,ŻEBBUĠ,apartment,132000
2104,2104,January,ŻEBBUĠ,maisonette,270000
2105,2105,January,ŻEBBUĠ,character,420000
2106,2106,January,ŻEJTUN,character,100000
2107,2107,January,ŻEJTUN,apartment,125000
2108,2108,January,ŻEJTUN,character,299000
2109,2109,January,ŻEJTUN,penthouse,178000
2110,2110,January,ŻEJTUN,maisonette,120000
2111,2111,January,ŻEJTUN,character,335000
2112,2112,January,ŻEJTUN,apartment,175000
2113,2113,January,ŻEJTUN,maisonette,239000
2114,2114,January,ŻEJTUN,house of character of character,170000
2115,2115,January,ŻEJTUN,house of character of character,295000
2117,2117,January,ŻEJTUN,apartment,119000
2118,2118,January,ŻURRIEQ,terraced,350000
2119,2119,January,ŻURRIEQ,apartment,115000
2120,2120,January,ŻURRIEQ,apartment,115000
2121,2121,January,ŻURRIEQ,apartment,122400
2122,2122,January,ŻURRIEQ,plot,395000
2123,2123,January,ŻURRIEQ,apartment,115000
2124,2124,January,BUĠIBBA,penthouse,210000
2125,2125,January,BUĠIBBA,maisonette,128000
2126,2126,January,GOZO SANNAT,apartment,95000
2127,2127,January,GOZO XAGĦRA,house of character of character,589000
2128,2128,January,MOSTA,apartment,175000
2129,2129,January,ST JULIANS,penthouse,215000
2130,2130,January,GĦARGĦUR,apartment,180000
2131,2131,January,SLIEMA,apartment,530000
2132,2132,January,SLIEMA,apartment,375000
2133,2133,January,GOZO MARSALFORN,penthouse,198000
2134,2134,January,GOZO XAGĦRA,apartment,195000
2135,2135,January,GOZO XAGĦRA,maisonette,90000
2136,2136,January,MSIDA,penthouse,190000
2137,2137,January,PENDERGARDENS,apartment,620000
2138,2138,January,PIETÀ,apartment,180000
2139,2139,February,GOZO MARSALFORN,penthouse,198000
2140,2140,February,GOZO VICTORIA,farmhouse,260000
2141,2141,February,GOZO XLENDI,apartment,140000
2142,2142,February,IKLIN,apartment,192000
2143,2143,February,MELLIEHA,apartment,360000
2144,2144,February,MĠARR,townhouse,255000
2145,2145,February,NAXXAR,apartment,165000
2146,2146,February,SLIEMA,apartment,290000
2147,2147,February,SLIEMA,apartment,180000
2148,2148,February,ST JULIANS,apartment,155000
2149,2149,February,ST JULIANS,apartment,675000
2150,2150,February,TAL IBRAĠ,maisonette,375000
2151,2151,February,TAL IBRAĠ,maisonette,275000
2152,2152,February,TAL IBRAĠ,apartment,350000
2153,2153,February,MSIDA,apartment,145000
2154,2154,February,SLIEMA,apartment,195000
2155,2155,February,ATTARD,maisonette,305000
2156,2156,February,ATTARD,maisonette,300000
2157,2157,February,ATTARD,apartment,234000
2158,2158,February,ATTARD,maisonette,265000
2159,2159,February,ATTARD,maisonette,265000
2160,2160,February,ATTARD,maisonette,287000
2161,2161,February,ATTARD,bungalow,760000
2162,2162,February,ATTARD,penthouse,225000
2163,2163,February,ATTARD,townhouse,900000
2164,2164,February,ATTARD,maisonette,185000
2165,2165,February,ATTARD,villa,545000
2166,2166,February,ATTARD,penthouse,420000
2167,2167,February,ATTARD,house of character of character,495000
2168,2168,February,ATTARD,apartment,270000
2169,2169,February,ATTARD,apartment,185000
2170,2170,February,ATTARD,maisonette,265000
2171,2171,February,ATTARD,maisonette,260000
2172,2172,February,ATTARD,apartment,270000
2173,2173,February,ATTARD,character,798000
2174,2174,February,ATTARD,maisonette,265000
2175,2175,February,BAĦAR IĊ-ĊAGĦAQ,apartment,285000
2176,2176,February,BAĦAR IĊ-ĊAGĦAQ,apartment,295000
2177,2177,February,BAĦAR IĊ-ĊAGĦAQ,apartment,230000
2178,2178,February,BAĦAR IĊ-ĊAGĦAQ,apartment,188000
2179,2179,February,BAĦAR IĊ-ĊAGĦAQ,penthouse,328000
2180,2180,February,BAĦRIJA,apartment,249000
2181,2181,February,BAĦRIJA,apartment,196000
2182,2182,February,BAĦRIJA,penthouse,191000
2183,2183,February,BALZAN,townhouse,244500
2184,2184,February,BALZAN,townhouse,440000
2185,2185,February,BALZAN,apartment,190000
2186,2186,February,BALZAN,apartment,265000
2187,2187,February,BALZAN,house of character of character,395000
2188,2188,February,BIRGUMA,apartment,285000
2189,2189,February,BIRKIRKARA,apartment,165000
2190,2190,February,BIRKIRKARA,maisonette,280000
2191,2191,February,BIRKIRKARA,penthouse,185000
2192,2192,February,BIRKIRKARA,apartment,99900
2193,2193,February,BIRKIRKARA,apartment,215000
2194,2194,February,BIRKIRKARA,townhouse,578000
2195,2195,February,BIRKIRKARA,apartment,230000
2196,2196,February,_GoBack,character,200000
2197,2197,February,BIRKIRKARA,maisonette,75000
2198,2198,February,BIRKIRKARA,maisonette,300000
2199,2199,February,BIRKIRKARA,maisonette,290000
2200,2200,February,BIRKIRKARA,plot,250000
2201,2201,February,BIRKIRKARA,apartment,149000
2202,2202,February,BIRKIRKARA,character,189900
2203,2203,February,BIRŻEBBUĠA,maisonette,160000
2204,2204,February,BIRŻEBBUĠA,apartment,139000
2205,2205,February,BUĠIBBA,apartment,120000
2206,2206,February,BUĠIBBA,penthouse,210000
2207,2207,February,BUĠIBBA,apartment,145000
2208,2208,February,BUĠIBBA,apartment,395000
2209,2209,February,BUĠIBBA,penthouse,830000
2210,2210,February,BURMARRAD,apartment,110000
2211,2211,February,COSPICUA,maisonette,130000
2212,2212,February,COSPICUA,character,380000
2213,2213,February,DINGLI,apartment,160000
2214,2214,February,DINGLI,apartment,165000
2215,2215,February,FGURA,maisonette,95000
2216,2216,February,FGURA,house of character of character,248000
2217,2217,February,FGURA,apartment,75000
2218,2218,February,FGURA,apartment,92000
2219,2219,February,FGURA,house of character of character,310000
2220,2220,February,FGURA,house of character of character,320000
2221,2221,February,FGURA,apartment,125000
2222,2222,February,FGURA,apartment,95000
2223,2223,February,FLORIANA,townhouse,685000
2224,2224,February,GĦARGĦUR,apartment,270000
2225,2225,February,GĦARGĦUR,apartment,200000
2226,2226,February,GĦARGĦUR,apartment,265000
2227,2227,February,GĦARGĦUR,maisonette,360000
2228,2228,February,GĦARGĦUR,maisonette,270000
2229,2229,February,GĦARGĦUR,apartment,240000
2230,2230,February,GĦARGĦUR,maisonette,185000
2231,2231,February,GĦARGĦUR,penthouse,280000
2232,2232,February,GĦARGĦUR,apartment,197000
2233,2233,February,GĦARGĦUR,apartment,265000
2234,2234,February,GĦARGĦUR,maisonette,375000
2236,2236,February,GĦAXAQ,plot,1250000
2237,2237,February,GĦAXAQ,apartment,175000
2238,2238,February,GOZO FONTANA,apartment,96000
2239,2239,February,GOZO GĦARB,villa,520000
2240,2240,February,GOZO GĦARB,farmhouse,160000
2241,2241,February,GOZO GĦASRI,apartment,85000
2242,2242,February,GOZO GĦASRI,penthouse,185000
2243,2243,February,GOZO KERĊEM,farmhouse,380000
2244,2244,February,GOZO NADUR,house of character of character,329000
2245,2245,February,GOZO NADUR,apartment,85000
2246,2246,February,GOZO NADUR,house of character of character,145000
2247,2247,February,GOZO QALA,farmhouse,350000
2248,2248,February,GOZO SANNAT,farmhouse,220000
2249,2249,February,GOZO SANNAT,penthouse,110000
2250,2250,February,GOZO VICTORIA,maisonette,100000
2251,2251,February,GOZO VICTORIA,penthouse,110000
2252,2252,February,GOZO XAGĦRA,apartment,179000
2253,2253,February,GOZO XAGĦRA,apartment,95000
2254,2254,February,GOZO XAGĦRA,character,245000
2255,2255,February,GOZO XAGĦRA,maisonette,125000
2256,2256,February,GOZO XLENDI,apartment,105000
2257,2257,February,GOZO Spacious,farmhouse,685000
2258,2258,February,GUARDAMANGIA,apartment,350000
2259,2259,February,GUARDAMANGIA,apartment,115000
2260,2260,February,GUARDAMANGIA,townhouse,350000
2261,2261,February,GUDJA,house of character of character,305000
2262,2262,February,GUDJA,character,240000
2263,2263,February,GUDJA,apartment,139000
2264,2264,February,GUDJA,townhouse,255000
2265,2265,February,GŻIRA,apartment,258000
2266,2266,February,GŻIRA,apartment,250000
2267,2267,February,GŻIRA,apartment,250000
2268,2268,February,GŻIRA,apartment,260000
2269,2269,February,GŻIRA,apartment,165000
2270,2270,February,GŻIRA,apartment,170000
2271,2271,February,GŻIRA,apartment,135000
2272,2272,February,GŻIRA,apartment,135000
2273,2273,February,GŻIRA,apartment,175000
2274,2274,February,GŻIRA,maisonette,215000
2275,2275,February,GŻIRA,apartment,205000
2276,2276,February,GŻIRA,apartment,165000
2277,2277,February,GŻIRA,house of character of character,275000
2278,2278,February,GŻIRA,penthouse,350000
2279,2279,February,GŻIRA,apartment,135000
2280,2280,February,GŻIRA,apartment,403000
2281,2281,February,GŻIRA,apartment,180000
2282,2282,February,GŻIRA,apartment,265000
2283,2283,February,GŻIRA,apartment,185000
2284,2284,February,ĦAMRUN,apartment,200000
2285,2285,February,ĦAMRUN,townhouse,130000
2286,2286,February,HIGH,bungalow,2500000
2287,2287,February,IKLIN,apartment,192000
2288,2288,February,IKLIN,apartment,192000
2289,2289,February,KALKARA,house of character of character,425000
2290,2290,February,KALKARA,maisonette,270000
2291,2291,February,Rare,bungalow,490000
2292,2292,February,KAPPARA,apartment,190000
2293,2293,February,KAPPARA,maisonette,295000
2294,2294,February,KIRKOP,apartment,150000
2295,2295,February,KIRKOP,penthouse,175000
2296,2296,February,LIJA,apartment,159000
2297,2297,February,LIJA,townhouse,330000
2298,2298,February,LUQA,maisonette,117000
2299,2299,February,MADLIENA,apartment,493000
2300,2300,February,MADLIENA,apartment,475000
2301,2301,February,MANIKATA,penthouse,350000
2302,2302,February,MANIKATA,apartment,245000
2303,2303,February,MANIKATA,apartment,650000
2304,2304,February,MARSA,apartment,85000
2305,2305,February,MARSA,maisonette,185000
2306,2306,February,MARSA,apartment,125000
2307,2307,February,MARSASCALA,bungalow,1300000
2308,2308,February,MARSASCALA,maisonette,245000
2309,2309,February,MARSASCALA,apartment,260000
2310,2310,February,MARSASCALA,apartment,120000
2311,2311,February,MARSASCALA,maisonette,234000
2312,2312,February,MARSASCALA,apartment,156000
2313,2313,February,MARSASCALA,apartment,167000
2314,2314,February,MARSASCALA,penthouse,225000
2315,2315,February,MARSASCALA,apartment,110000
2316,2316,February,MARSASCALA,maisonette,255000
2317,2317,February,MARSASCALA,penthouse,275000
2318,2318,February,MARSASCALA,penthouse,275000
2319,2319,February,MARSASCALA,apartment,165000
2320,2320,February,MARSASCALA,penthouse,150000
2321,2321,February,MARSASCALA,penthouse,230000
2322,2322,February,MARSASCALA,apartment,125000
2323,2323,February,MARSASCALA,penthouse,290000
2324,2324,February,MARSASCALA,apartment,118000
2325,2325,February,MELLIEĦA,apartment,197000
2326,2326,February,MELLIEĦA,penthouse,210000
2327,2327,February,MELLIEĦA,apartment,800000
2328,2328,February,MELLIEĦA,maisonette,318000
2329,2329,February,MELLIEĦA,plot,1200000
2330,2330,February,MELLIEĦA,maisonette,201000
2331,2331,February,MELLIEĦA,apartment,360000
2332,2332,February,MELLIEĦA,apartment,175000
2333,2333,February,MELLIEĦA,maisonette,200000
2334,2334,February,MELLIEĦA,penthouse,190000
2335,2335,February,MELLIEĦA,apartment,108000
2336,2336,February,MELLIEĦA,apartment,800000
2337,2337,February,MELLIEĦA,house of character of character,490000
2338,2338,February,MELLIEĦA,apartment,165000
2339,2339,February,MELLIEĦA,apartment,170000
2340,2340,February,MELLIEĦA,apartment,175000
2342,2342,February,MELLIEĦA,maisonette,200000
2343,2343,February,MELLIEĦA,apartment,200000
2344,2344,February,MELLIEĦA,townhouse,300000
2345,2345,February,MELLIEĦA,apartment,199000
2346,2346,February,MENSIJA,villa,960000
2347,2347,February,MĠARR,penthouse,265000
2349,2349,February,MĠARR,apartment,220000
2350,2350,February,MĠARR,apartment,245000
2351,2351,February,MĠARR,penthouse,299000
2352,2352,February,MĠARR,maisonette,235000
2353,2353,February,MĠARR,house of character of character,350000
2354,2354,February,MĠARR,townhouse,255000
