,Date_Published,Locality,Type_of_Property,Price
3727,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",VALLETTA,maisonette,275000
3729,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",VALLETTA,restaurant,1300000
3731,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",XEMXIJA,apartment,234000
3732,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",XEMXIJA,apartment,375000
3733,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",_Hlk497830405,apartment,245000
3734,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",XGĦAJRA,apartment,210000
3735,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",XGĦAJRA,maisonette,270000
3737,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻABBAR,apartment,150000
3740,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻABBAR,maisonette,95400
3741,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻABBAR,maisonette,145000
3742,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻABBAR,maisonette,240000
3743,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻABBAR,penthouse,185000
3744,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻABBAR,apartments,205000
3745,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻABBAR,penthouse,200000
3746,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻABBAR,bungalow,450000
3747,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻABBAR,apartment,145000
3748,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻABBAR,maisonette,116900
3750,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻEBBIEGĦ,maisonette,385000
3751,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻEBBUĠ,house,456000
3752,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻEBBUĠ,flat,250000
3753,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻEBBUĠ,character,650000
3754,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻEBBUG,character,700000
3755,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻEBBUĠ,house,475000
3756,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻEBBUĠ,apartment,201000
3757,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻEBBUĠ,maisonette,190000
3758,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻEBBUĠ,farmhouse,525000
3759,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻEBBUG,house,530000
3760,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻEJTUN,character,785000
3762,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻEJTUN,character,170000
3765,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻEJTUN,maisonette,255
3767,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻEJTUN,character,215000
3768,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻEJTUN,maisonette,345000
3769,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻEJTUN,character,429000
3770,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻEJTUN,Townhouse,199000
3773,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻEJTUN,maisonette,130000
3776,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻURRIEQ,character,365000
3779,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻURRIEQ,apartment,145000
3780,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻURRIEQ,penthouse,249000
3781,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻURRIEQ,plot,690000
3782,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻURRIEQ,plot,392000
3783,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻURRIEQ,maisonette,185000
3784,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻURRIEQ,apartments,175000
3785,"SLIEMA. Two bedroom flat. Only Sunday viewings 8 - 1pm. €350,999. No agents. Message owner 7930 7327.",ŻURRIEQ,maisonette,170000
3786,February,GOZO SANNAT,character,495000
3788,February,ST JULIANS,apartment,315000
3793,February,NAXXAR,character,298000
3795,February,ST JULIANS,apartment,249000
3797,February,ATTARD,apartment,och292000
3802,February,ATTARD,apartment,287000
3803,February,ATTARD,apartment,240000
3804,February,GOZO GĦARB,farmhouse,575000
3805,February,RABAT,house,478000
3806,February,SLIEMA,apartment,990000
3807,February,SLIEMA,apartment,400000
3808,February,ST JULIANS,apartment,249000
3809,February,SWIEQI,apartment,350000
3818,February,SLIEMA,apartment,645000
3854,March,NAXXAR,character,298000
3857,March,ST JULIANS,maisonette,210000
3858,February,BIRKIRKARA,penthouse,295000
3859,February,BIRochŻEBBUĠA,house,och700000
3860,February,GOZO QALA,house,220000
3861,February,GŻIRA,apartment,230000
3866,February,SWIEQI,maisonette,340000
3871,February,GOZO VICTORIA,house,186500
3874,February,ATTARD,maisonette,och400000
3877,February,ATTARD,apartment,240000
3878,February,ATTARD,house,550000
3880,February,ATTARD,house,och770000
3881,February,ATTARD,apartment,210000
3882,February,ATTARD,house,525000
3883,February,ATTARD,maisonette,285000
3884,February,ATTARD,maisonette,345000
3888,February,ATTARD,maisonette,460000
3889,February,ATTARD,bungalow,och798000
3892,February,ATTARD,house,579000
3893,February,ATTARD,penthouse,308000
3894,February,BAĦAR IĊ-ĊAGĦAQ,maisonette,och235000
3895,February,BAĦAR IĊ-ĊAGĦAQ,penthouse,600000
3896,February,BAĦAR IĊ-ĊAGHAQ,apartment,295000
3897,February,BAĦAR IĊ-ĊAGĦAQ,apartment,250000
3898,February,BAĦRIJA,penthouse,och500000
3899,February,BALZAN,maisonette,315000
3900,February,BALZAN,townhouse,430000
3901,February,BALZAN,maisonette,och299000
3903,February,BALZAN,Maisonette,225000
3905,February,BALZAN,maisonette,350000
3906,February,BALZAN,townhouse,269000
3907,February,BIDNIJA,bungalow,1275000
3908,February,BIDNIJA,character,760000
3910,February,BIDNIJA,character,760000
3912,February,BIRKIRKARA,Apartment,205000
3913,February,BIRKIRKARA,townhouse,325000
3914,February,BIRKIRKARA,apartment,190000
3915,February,BIRKIRKARA,house,449500
3919,February,BIRKIRKARA,Maisonette,319000
3920,February,BIRKIRKARA,apartment,och190000
3921,February,BIRKIRKARA,character,860000
3923,February,BIRKIRKARA,character,447000
3924,February,BIRKIRKARA,apartment,192000
3925,February,BIRKIRKARA,townhouse,245000
3926,February,BIRŻEBBUĠA,house,700000
3927,February,BIRŻEBBUĠA,apartment,145000
3928,February,BIRŻEBBUĠA,apartments,190000
3935,February,BUĠIBBA,apartment,och150000
3936,February,BURMARRAD,penthouse,240000
3941,February,COSPICUA,maisonette,105000
3943,February,FGURA,apartment,och154000
3944,February,FGURA,maisonette,235000
3949,February,FGURA,apartment,139000
3950,February,FGURA,Maisonette,265000
3953,February,FGURA,apartments,och82000
3955,February,FGURA,Penthouse,och150000
3956,February,FGURA,maisonette,195000
3957,February,FLORIANA,apartments,477000
3958,February,GĦARGĦUR,character,499000
3964,February,GĦAXAQ,character,340000
3965,February,GĦAXAQ,maisonette,193000
3966,February,GOZO GĦAJNSIELEM,maisonette,120000
3967,February,GOZO GĦAJNSIELEM,apartment,180000
3970,February,GOZO GĦARB,house,230000
3971,February,GOZO GĦARB,Plot,180000
3972,February,GOZO GĦASRI,farmhouse,565000
3973,February,GOZO GĦASRI,character,505000
3974,February,GOZO GĦASRI,character,695000
3975,February,GOZO GĦASRI,house,695000
3977,February,GOZO MARSALFORN,apartments,289000
3978,February,GOZO NADUR,house,212000
3980,February,GOZO NADUR,house,och165000
3981,February,GOZO NADUR,apartment,230000
3982,February,GOZO QALA,character,289000
3983,February,GOZO SANNAT,apartments,64000
3984,February,GOZO VICTORIA,Farmhouse,425000
3985,February,GOZO VICTORIA,penthouse,285000
3986,February,GOZO XAGĦRA,apartment,165000
3987,February,GOZO XAGĦRA,farmhouse,245000
3988,February,GOZO XAGĦRA,character,250000
3990,February,GOZO XAGĦRA,penthouse,200000
3991,February,GOZO XEWKIJA,house,365000
3992,February,GOZO ŻEBBUĠ,house,398000
3993,February,GOZO ŻEBBUĠ,house,och195000
3994,February,GOZO ŻEBBUĠ,maisonette,127000
3996,February,GUARDAMANGIA,maisonette,191000
3997,February,GUARDAMANGIA,apartment,225
3998,February,GUARDAMANGIA,Apartments,147000
4001,February,GUDJA,character,385000
4002,February,GŻIRA,Apartment,300000
4003,February,GŻIRA,apartments,765000
4006,February,GŻIRA,penthouse,315000
4009,February,GŻIRA,maisonette,165000
4010,February,GŻIRA,apartment,213000
4013,February,GŻIRA,apartments,280000
4015,February,GŻIRA,apartment,225000
4016,February,GŻIRA,apartment,225000
4019,February,GŻIRA,penthouse,235000
4020,February,GŻIRA,apartment,575000
4024,February,ĦAMRUN,apartment,165000
4025,February,ĦAMRUN,penthouse,290000
4028,February,ĦAMRUN,apartment,130000
4030,February,ĦAMRUN,Penthouse,290000
4031,February,ĦAMRUN,Townhouse,181000
4032,February,ĦAMRUN,penthouse,165000
4033,February,IKLIN,apartment,215000
4034,February,IKLIN,maisonette,265000
4035,February,IKLIN,maisonettes,och375000
4036,February,KALKARA,villa,550000
4038,February,KALKARA,character,675000
4039,February,KALKARA,apartment,199000
4040,February,KALKARA,maisonette,170000
4041,February,KALKARA,apartments,250000
4042,February,KALKARA,house,675000
4044,February,KAPPARA,villa,och1495000
4047,February,KAPPARA,villa,1150000
4048,February,KIRKOP,character,638000
4050,February,LIJA,maisonette,345000
4051,February,LIJA,character,950000
4053,February,LIJA,maisonette,355000
4054,February,LUQA,apartment,178000
4055,February,LUQA,maisonette,340000
4057,February,MADLIENA,apartment,450000
4059,February,MADLIENA,Penthouse,850000
4062,February,MADLIENA,maisonette,465000
4063,February,MADLIENA,bungalow,1590000
4066,February,MARSA,apartment,205000
4067,February,MARSASCALA,farmhouse,650000
4069,February,MARSASCALA,apartment,248000
4070,February,MARSASCALA,maisonettes,och125000
4072,February,MARSASCALA,apartment,och234000
4078,February,MARSASCALA,apartment,158000
4083,February,MARSASCALA,apartment,189000
4085,February,MARSASCALA,maisonette,218000
4086,February,MARSASCALA,maisonette,218000
4087,February,MARSASCALA,farmhouse,650000
4090,February,MARSAXLOKK,maisonette,215000
4091,February,MARSAXLOKK,house,och477000
4092,February,MELLIEĦA,Bungalow,1010000
4093,February,MELLIEĦA,Bungalow,1000000
4094,February,MELLIEĦA,flat,1742500
4095,February,MELLIEĦA,Apartment,375000
4096,February,MELLIEĦA,apartments,410000
4099,February,MELLIEĦA,villa,1900000
4100,February,MELLIEĦA,maisonette,305000
4103,February,MELLIEĦA,apartments,680000
4106,February,MELLIEĦA,villa,530000
4107,February,MELLIEĦA,maisonette,275000
4108,February,MELLIEĦA,house,496000
4109,February,MELLIEĦA,apartment,265000
4110,February,MELLIEĦA,apartments,290000
4111,February,MELLIEĦA,maisonette,318000
4112,February,MELLIEĦA,apartment,och189000
4113,February,MENSIJA,villa,675000
4116,February,MĠARR,Penthouse,590000
4117,February,MĠARR,maisonette,415000
4118,February,MONTROSA,villa,780000
4119,February,MOSTA,maisonette,och420000
4120,February,MOSTA,penthouse,245000
4121,February,MOSTA,villa,700000
4122,February,MOSTA,penthouse,175000
4123,February,MOSTA,Apartment,185000
4125,February,MOSTA,Maisonette,425000
4126,February,MOSTA,apartment,och235000
4128,February,MOSTA,maisonette,310000
4129,February,MOSTA,apartment,245000
4131,February,MOSTA,apartment,280000
4134,February,MOSTA,apartment,240000
4136,February,MOSTA,penthouse,575000
4137,February,MOSTA,Penthouse,195000
4138,February,MOSTA,maisonette,270000
4139,February,MOSTA,house,625000
4140,February,MOSTA,Penthouse,270000
4141,February,MOSTA,house,343000
4142,February,MOSTA,house,343000
4144,February,MOSTA,apartment,och190000
4145,February,MOSTA,house,330000
4147,February,MRIEĦEL,apartment,245000
4148,February,MSIDA,apartment,176000
4149,February,MSIDA,Apartments,140000
4150,February,MSIDA,apartment,185500
4151,February,MSIDA,apartment,190000
4152,February,MSIDA,apartments,175000
4153,February,MSIDA,apartments,155000
4154,February,MSIDA,maisonette,176000
4155,February,MSIDA,Apartment,190000
4156,February,MSIDA,apartments,och210000
4157,February,MSIDA,penthouse,250000
4158,February,MSIDA,apartment,139000
4160,February,MSIDA,apartment,170000
4161,February,MSIDA,apartment,190000
4164,February,NAXXAR,character,375000
4165,February,NAXXAR,house,210000
4166,February,NAXXAR,character,520000
4168,February,NAXXAR,character,498500
4169,February,NAXXAR,penthouse,499000
4172,February,NAXXAR,townhouse,375000
4173,February,NAXXAR,character,395000
4175,February,PACEVILLE,apartment,260000
4180,February,PAOLA,townhouse,170000
4182,February,PAOLA,townhouse,235000
4183,February,PEMBROKE,villa,1180000
4184,February,PEMBROKE,house,810000
4185,February,PIETÀ,apartments,och210000
4186,February,PIETÀ,Apartment,125000
4187,February,PIETÀ,apartment,200000
4188,February,PIETÀ,apartment,215000
4189,February,PIETÀ,Penthouse,130000
4190,February,PIETÀ,apartment,200000
4192,February,PIETÀ,penthouse,285000
4193,February,QAJJENZA,apartment,228000
4194,February,QAWRA,Apartments,250000
4195,February,QAWRA,apartment,165000
4196,February,QAWRA,penthouse,och379500
4197,February,QAWRA,apartment,150000
4199,February,QAWRA,apartment,190000
4201,February,QAWRA,apartment,och157000
4202,February,QAWRA,Penthouse,450000
4203,February,QAWRA,apartment,135000
4204,February,QORMI,Apartment,177000
4206,February,QORMI,Farmhouse,2000000
4207,February,QORMI,apartment,och156000
4208,February,QORMI,maisonette,235000
4209,February,RABAT,Townhouse,och750000
4213,February,RABAT,apartment,320000
4214,February,RABAT,townhouse,1050000
4215,February,RABAT,maisonette,350000
4216,February,RABAT,townhouse,1275000
4218,February,SAN ĠWANN,apartments,600000
4219,February,SAN ĠWANN,Apartment,270000
4220,February,SAN ĠWANN,Apartment,215000
4221,February,SAN ĠWANN,apartment,210000
4223,February,SAN ĠWANN,apartment,145000
4224,February,SAN ĠWANN,apartment,163000
4226,February,SAN ĠWANN,apartments,165000
4227,February,SAN ĠWANN,maisonette,470000
4228,February,SAN ĠWANN,villa,740000
4229,February,SAN ĠWANN,house,och398000
4230,February,SAN ĠWANN,apartment,210000
4232,February,SAN PAWL,apartment,450000
4233,February,SAN PAWL,villa,1680000
4238,February,SANTA LUĊIJA,house,225000
4239,February,SENGLEA,character,150000
4240,February,SIĠĠIEWI,maisonette,och158000
4241,February,SIĠĠIEWI,maisonette,och290000
4243,February,SLIEMA,maisonette,och310000
4244,February,SLIEMA,apartment,825000
4245,February,SLIEMA,apartment,170000
4246,February,SLIEMA,apartment,260000
4247,February,SLIEMA,apartment,300000
4248,February,SLIEMA,Apartment,505000
4249,February,SLIEMA,apartment,279000
4250,February,SLIEMA,apartment,697000
4252,February,SLIEMA,penthouse,750000
4253,February,SLIEMA,apartment,620000
4257,February,SLIEMA,house,350000
4263,February,SLIEMA,apartment,320000
4265,February,SLIEMA,apartment,345000
4266,February,SLIEMA,apartment,359000
4267,February,SLIEMA,apartment,825000
4268,February,SLIEMA,penthouse,330000
4269,February,SLIEMA,penthouse,950000
4270,February,SLIEMA,apartment,och460000
4271,February,SLIEMA,townhouse,550000
4275,February,SLIEMA,townhouse,595000
4276,February,SLIEMA,Townhouse,595000
4278,February,ST JULIANS,apartment,315000
4279,February,ST JULIANS,apartment,och495
4280,February,ST JULIANS,apartment,550000
4283,February,ST JULIANS,penthouse,290000
4284,February,ST JULIANS,villa,2000000
4285,February,ST JULIANS,Apartments,280000
4287,February,ST JULIANS,apartment,339000
4288,February,ST JULIANS,apartment,375000
4289,February,ST JULIANS,apartment,300000
4292,February,ST JULIANS,villa,775000
4294,February,ST JULIANS,apartment,345000
4295,February,ST JULIANS,apartment,280000
4297,February,ST PAUL,House,720000
4298,February,ST PAUL,apartment,152000
4301,February,ST PAUL,penthouse,199000
4302,February,ST PAUL,apartment,149000
4304,February,ST PAUL,apartment,195000
4305,February,ST PAUL,apartment,220000
4306,February,ST PAUL,apartment,149000
4307,February,ST PAUL,apartment,och238200
4308,February,ST VENERA,Apartment,175000
4309,February,ST VENERA,apartment,197000
4310,February,ST VENERA,apartment,160000
4311,February,ST VENERA,apartment,och165000
4312,February,ST VENERA,apartments,115000
4315,February,ST VENERA,penthouse,225000
4316,February,ST VENERA,Townhouse,279500
4318,February,SWATAR,Apartments,165000
4319,February,SWATAR,maisonette,285000
4320,February,SWATAR,Penthouse,268000
4321,February,SWATAR,apartment,230000
4324,February,SWATAR,apartment,280000
4325,February,SWIEQI,maisonette,450000
4326,February,SWIEQI,maisonette,385000
4327,February,SWIEQI,penthouse,och535000
4330,February,SWIEQI,maisonette,370000
4331,February,SWIEQI,apartments,320
4335,February,SWIEQI,apartments,270000
4338,February,SWIEQI,villa,585000
4339,February,SWIEQI,maisonette,och490000
4341,February,TA,flat,980000
4343,February,TAL IBRAĠ,Apartment,280000
4344,February,TAL IBRAĠ,apartment,280000
4346,February,TAL IBRAĠ,apartment,395000
4347,February,TAL IBRAĠ,apartment,390000
4348,February,TAL IBRAĠ,apartment,325000
4349,February,TAL IBRAĠ,apartment,och350000
4350,February,TAL IBRAĠ,apartment,275000
4353,February,TARXIEN,flat,115000
4354,February,TARXIEN,house,500000
4356,February,TARXIEN,house,300000
4357,February,TARXIEN,penthouse,320000
4358,February,VALLETTA,townhouse,547000
4360,February,VALLETTA,maisonette,236000
4361,February,VALLETTA,apartment,285
4362,February,VALLETTA,maisonette,och222000
4364,February,VALLETTA,maisonette,237000
4366,February,VALLETTA,apartment,och425000
4367,February,VITTORIOSA,character,454000
4368,February,VITTORIOSA,house,185000
4369,February,VITTORIOSA,townhouse,498000
4370,February,XEMXIJA,apartment,och355000
4373,February,XEMXIJA,apartment,265000
4374,February,XEMXIJA,apartment,och245000
4375,February,XGĦAJRA,apartment,177000
4376,February,XGĦAJRA,penthouse,177000
4377,February,XGĦAJRA,apartments,230000
4378,February,XGĦAJRA,shop,132500
4379,February,XGĦAJRA,apartment,425000
4380,February,ŻABBAR,maisonette,239000
4386,February,ŻABBAR,Plot,360000
4387,February,ŻABBAR,maisonette,240000
4388,February,ŻABBAR,apartments,205000
4389,February,ŻABBAR,apartment,175000
4390,February,ŻABBAR,apartment,230000
4391,February,ŻABBAR,apartment,och127500
4392,February,ŻABBAR,Penthouse,380000
4396,February,ŻABBAR,penthouse,159000
4398,February,ŻEBBUĠ,flat,250000
4400,February,ŻEBBUĠ,apartments,163200
4401,February,ŻEBBUĠ,character,360000
4402,February,ŻEBBUĠ,apartments,och171000
4403,February,ŻEBBUĠ,house,475000
4404,February,ŻEBBUĠ,apartment,191000
4405,February,ŻEBBUĠ,character,och325000
4406,February,ŻEBBUĠ,maisonette,275000
4407,February,ŻEBBUĠ,house,535000
4408,February,ŻEBBUĠ,plot,780000
4409,February,ŻEJTUN,flat,785000
4410,February,ŻEJTUN,character,375000
4411,February,ŻEJTUN,character,495000
4413,February,ŻEJTUN,maisonette,240000
4416,February,ŻEJTUN,terraced,320000
4419,February,ŻEJTUN,maisonette,175000
4420,February,ŻEJTUN,maisonette,345000
4421,February,ŻEJTUN,penthouse,245000
4425,February,ŻEJTUN,character,895000
4426,February,ŻEJTUN,townhouse,199000
4427,February,ŻURRIEQ,maisonette,240000
4428,February,ŻURRIEQ,character,365000
4429,February,ŻURRIEQ,character,365000
4431,February,ŻURRIEQ,penthouse,249000
4432,February,ŻURRIEQ,Maisonette,175000
4433,February,ŻURRIEQ,apartments,90000
4434,February,ŻURRIEQ,Penthouse,382000
4435,February,ŻURRIEQ,apartments,135000
4438,February,ŻURRIEQ,character,365000
4465,March,SWIEQI,maisonette,490000
4467,March,ATTARD,maisonette,285000
4469,March,ATTARD,maisonette,320000
4471,March,ATTARD,Apartment,325000
4473,March,ATTARD,plot,840000
4475,March,ATTARD,maisonette,292500
4476,March,ATTARD,apartment,287000
4479,March,ATTARD,Penthouse,250000
4481,March,ATTARD,house,och510000
4482,March,ATTARD,apartment,210000
4483,March,ATTARD,villa,797000
4484,March,ATTARD,apartment,240000
4485,March,ATTARD,house,558000
4486,March,BAHRIJA,maisonette,250000
4487,March,BAĦAR IĊ-ĊAGĦAQ,apartment,335000
4489,March,BAĦAR IĊ-ĊAGĦAQ,apartment,250000
4490,March,BALZAN,apartment,och279000
4491,March,BALZAN,apartment,275000
4493,March,BALZAN,apartment,238000
4494,March,BIDNIJA,character,760000
4495,March,BIRKIRKARA,apartment,185000
4496,March,BIRKIRKARA,townhouse,325000
4497,March,BIRKIRKARA,apartment,160000
4498,March,BIRKIRKARA,apartments,175000
4499,March,BIRKIRKARA,maisonette,350000
4501,March,BIRKIRKARA,character,och445000
4503,March,BIRKIRKARA,townhouse,och350000
4505,March,BIRKIRKARA,apartment,305000
4508,March,BIRKIRKARA,Maisonette,195000
4509,March,BIRKIRKARA,maisonette,425000
4510,March,BIRŻEBBUĠA,apartments,190000
4511,March,BIRŻEBBUĠA,apartment,155000
4514,March,BIRŻEBBUĠIA,restaurant,890000
4515,March,BIRŻEUBBUĠA,bungalow,720000
4517,March,BUĠIBBA,apartment,149000
4519,March,BUĠIBBA,Penthouse,205000
4520,March,BUĠIBBA,maisonette,195000
4521,March,BUĠIBBA,penthouse,och265000
4522,March,BURMARRAD,apartment,175000
4523,March,COSPICUA,penthouse,290000
4524,March,COSPICUA,house,675000
4525,March,COSPICUA,house,570000
4526,March,COSPICUA,maisonette,105000
4527,March,COSPICUA,townhouse,183000
4528,March,DINGLI,house,585000
4529,March,DINGLI,apartment,197
4531,March,FGURA,apartment,148500
4532,March,FGURA,maisonette,175000
4534,March,FGURA,maisonette,210000
4535,March,FGURA,clinic,150000
4536,March,FGURA,penthouse,160000
4537,March,FGURA,maisonette,175000
4538,March,FGURA,maisonette,140000
4539,March,FGURA,apartment,160000
4540,March,FGURA,maisonette,220000
4541,March,FORT,apartment,925000
4542,March,GĦARGĦUR,penthouse,355000
4543,March,GĦARGĦUR,house,800000
4544,March,GĦARGĦUR,house,5500000
4545,March,GĦARGĦUR,apartments,320000
4547,March,GĦARGĦUR,character,695000
4548,March,GĦARGĦUR,apartment,320000
4550,March,GĦAXAQ,character,340000
4553,March,GOZO GĦAJNSIELEM,maisonette,120000
4554,March,GOZO GĦAJNSIELEM,apartment,85000
4555,March,GOZO GĦAJNSIELEM,apartment,180000
4556,March,GOZO GĦARB,character,350000
4558,March,GOZO ĦARB,Plot,och180000
4559,March,GOZO GĦASRI,character,505000
4562,March,GOZO MARSALFORN,apartment,135000
4563,March,GOZO MARSALFORN,apartment,108000
4564,March,GOZO NADUR,character,285000
4565,March,GOZO NADUR,Maisonette,120000
4566,March,GOZO NADUR,apartment,106000
4567,March,GOZO NADUR,house,225000
4568,March,GOZO QALA,character,225000
4570,March,GOZO QALA,house,198000
4571,March,GOZO SANNAT,apartment,78000
4572,March,GOZO SANNAT,house,340000
4573,March,GOZO SANNAT,apartment,95000
4574,March,GOZO VICTORIA,house,175000
4575,March,GOZO XAGĦRA,apartment,92000
4576,March,GOZO XAGĦRA,apartment,92000
4577,March,GOZO XAGĦRA,House,330000
4579,March,GOZO XAGĦRA,farmhouse,400000
4581,March,GUARDAMANGIA,Apartments,och149000
4582,March,GUARDAMANGIA,apartment,225000
4583,March,GUARDAMANGIA,Apartments,147000
4585,March,GUDJA,character,385000
4587,March,GUDJA,apartments,170000
4589,March,GŻIRA,Apartment,250000
4590,March,GŻIRA,Apartments,165000
4593,March,GŻIRA,maisonette,250000
4594,March,GŻIRA,penthouse,260000
4597,March,GŻIRA,apartment,302100
4598,March,GŻIRA,apartment,230000
4599,March,GŻIRA,Apartments,165000
4600,March,GŻIRA,penthouse,279
4601,March,GŻIRA,penthouse,180000
4602,March,ŻIRA,penthouse,och355000
4603,March,ŻIRA,apartment,och225000
4604,March,GŻIRA,apartment,250000
4607,March,GŻIRA,apartment,245000
4608,March,ĦAMRUN,penthouse,290000
4610,March,ĦAMRUN,maisonette,185000
4613,March,ĦAMRUN,penthouse,295000
4614,March,ĦAMRUN,townhouse,300000
4615,March,ĦAMRUN,Townhouse,143000
4616,March,IKLIN,apartment,228000
4617,March,KALKARA,Villa,550000
4618,March,KALKARA,apartment,189000
4619,March,KALKARA,maisonette,170000
4620,March,KALKARA,apartments,250000
4622,March,KALKARA,house,450000
4623,March,KALKARA,house,435000
4624,March,KALKARA,apartment,545000
4625,March,KAPPARA,apartments,199500
4626,March,KAPPARA,villa,1200000
4627,March,KAPPARA,house,490000
4628,March,KAPPARA,apartment,273000
4629,March,KIRKOP,character,638000
4630,March,LIJA,character,1300000
4632,March,MADLIENA,maisonette,550000
4633,March,MADLIENA,plot,150000
4636,March,MADLIENA,maisonette,465000
4637,March,MADLIENA,bungalow,1590000
4638,March,MADLIENA,Villa,1775000
4641,March,MARSASCALA,apartment,205000
4642,March,MARSASCALA,farmhouse,650000
4644,March,MARSASCALA,maisonette,230000
4645,March,MARSASCALA,apartments,120000
4647,March,MARSASCALA,apartment,260000
4648,March,MARSASCALA,maisonette,230000
4649,March,MARSASCALA,flat,1270000
4650,March,MARSASCALA,maisonette,239000
4651,March,MARSASCALA,Plot,400000
4652,March,MARSASCALA,apartment,158000
4654,March,MARSASCALA,Penthouse,360000
4655,March,MARSASCALA,Penthouse,298000
4656,March,MARSASCALA,maisonette,250000
4660,March,MARSASCALA,apartment,300000
